numeric__CreditScore,numeric__Age,numeric__Tenure,numeric__Balance,numeric__NumOfProducts,numeric__HasCrCard,numeric__IsActiveMember,numeric__EstimatedSalary,categorical__Geography_Germany,categorical__Geography_Spain,categorical__Gender_Male
-0.093486115,1.0132849,-0.304898,0.2403353,0.43038422,-0.0058402168,0.34430557,0.096089296,-0.1584324,-0.0054028234,0.22135489
-0.08729969,-0.43310872,-0.33220392,-0.036638603,0.17774509,0.0021250278,-0.40261272,0.07110924,-0.24537967,-0.1304538,-0.46634164
0.09549597,-0.27983382,-0.4489327,-0.17972994,0.23390627,-0.019002393,0.39096874,-0.15083662,-0.29877532,-0.020173904,-0.5001177
0.0968292,-0.7282021,-0.40151837,0.07541917,-0.7976249,0.0020166866,0.34665307,-0.05097214,-0.25211772,-0.059698135,-0.41552678
-0.054318335,-0.32239005,-0.42324892,-0.06715215,0.22816394,-0.023000743,0.28605264,-0.029262953,-0.42804495,-0.05452019,0.03436652
0.0031694025,0.35253224,-0.23369676,-0.4406209,0.32787362,0.00429883,0.34626222,-0.0016609061,0.002091338,-0.03393719,-0.30999392
0.09431679,-0.7997293,-0.17593125,-0.35334408,0.20847274,-0.019824728,0.3141896,-0.065713815,-0.2965493,-0.07953656,-0.3643634
-0.0072182156,0.05949091,-0.27396172,-0.25977668,0.22547027,0.0020796198,-0.42316115,-0.053958446,-0.43725842,-0.020062653,-0.447389
0.102601975,-1.037498,-0.44508326,-0.35055292,0.20308644,-0.0060508894,-0.25431728,-0.4383223,-0.4116552,-0.1429552,-0.3990017
-0.2704745,-1.1892776,-0.2151722,-0.047142837,0.24429816,0.0029289208,0.4141563,-0.06206869,-0.49313027,-0.071731955,-0.38841805
-0.0009124903,0.2646782,-0.3983536,-0.41240478,-1.4745343,0.0018648596,0.30447805,-0.028981712,-0.22155036,-0.049070742,-0.4401718
-0.514485,-0.3621348,-0.31807023,-0.24867359,0.28732768,0.006885665,0.41033533,-0.051897552,-0.4478211,-0.036557242,-0.3416527
0.024803782,-0.7378609,-0.25791648,0.17289408,0.32723936,0.0042189225,0.30123776,-0.08837171,0.5678179,-0.03424862,0.056894775
-0.07245092,0.44348228,-0.2779065,-0.43099472,0.31844264,0.0027565972,0.29717237,0.019933503,0.2733336,-0.013222182,-0.3590423
0.05137262,-0.119411916,-0.5121604,-0.17738938,0.24451166,0.0091186315,0.37807202,-0.015298668,-0.27856702,-0.013652209,-0.4515429
0.25588864,0.7566882,-0.1098699,-0.18495224,-1.2857461,-0.002698835,0.38819256,0.08557791,-0.20485969,-0.008770977,-0.5394458
0.10081115,-0.9752366,-0.36380008,-0.35097635,-1.3776743,0.00012664484,-0.3022215,-0.061002623,-0.19003192,-0.10407451,-0.46463794
0.013758535,-0.71756095,-0.39756617,-0.249298,-1.0063776,-0.0010495227,-0.32882452,-0.03288514,0.03835409,-0.08414949,-0.5321033
-0.037273068,0.98501664,-0.3038127,0.08115833,0.30003306,-0.0018104326,0.3411067,0.06846703,0.5031226,-0.017068356,0.069800586
0.020523595,-1.334071,-0.2019039,-0.43092066,-1.3799909,0.0052743475,0.2954557,0.022278545,-0.20568764,-0.09559922,-0.48642462
0.088087,-1.1297163,-0.26811475,-0.24948935,-1.307462,0.02434197,-0.25601614,-0.07098527,-0.16762838,-0.082131796,0.116760805
-0.19520816,-1.3867563,-0.24564418,-0.10959372,-1.0855973,-0.019970275,0.38310462,-0.028153764,0.29517087,-0.10868793,-0.31645212
-0.10090695,-0.8478785,-0.34827018,0.38336006,-0.88601714,0.00779264,0.25311023,-0.076870106,-0.07988648,-0.111238584,0.11062436
-0.005887971,0.7620047,-0.2081762,-0.38064903,-1.3942523,0.004204963,-0.3612029,-0.018004773,-0.22569515,-0.025216738,-0.51982147
0.02230463,-1.1913135,-0.49834555,0.07316106,-0.7161055,0.0024103827,-0.28064284,-0.026080946,-0.17577527,-0.1331039,0.15033445
-0.022769315,0.96762586,-0.41717485,-0.22501379,-1.5129799,-0.01863785,0.3914927,-0.13900553,-0.21836852,-0.046421688,-0.416316
0.12661558,-0.98819906,-0.21395445,-0.15296443,0.17956989,0.0077506565,0.39318475,-0.0445462,-0.2887895,-0.068502456,-0.36304492
0.08121455,-0.81351507,-0.37833065,-0.42040372,-1.3094167,0.009080469,0.2871135,-0.06418209,-0.17613463,-0.036012527,0.15384613
0.018517992,0.91531986,-0.29786113,0.024204157,-0.77126145,0.020154707,-0.32801533,-0.011659797,-0.29006305,-0.048890308,0.119603835
-0.2956771,-1.2512941,-0.26116052,-0.3949031,-1.4380169,0.00960737,0.37792316,-0.031977087,-0.19805785,-0.09602813,-0.5249866
-0.02624916,0.5503997,-0.2949633,0.39802969,-1.0431352,0.002299478,-0.35809392,0.049434204,0.465242,-0.018974457,-0.4068117
0.1316472,0.8858405,-0.40048355,-0.06396168,0.22346625,0.008494177,0.4100676,-0.104979664,-0.46927294,-0.046841472,-0.2742861
0.052312173,1.0267549,-0.23767462,0.1309904,0.29959574,0.0023073202,0.33114523,0.022685742,0.5118288,-0.016903728,0.035960093
0.04855083,-0.7961779,-0.21870442,-0.3047023,0.151379,-0.00033451786,0.35776925,-0.0010771337,-0.3733933,-0.13026136,0.11425719
-0.11606425,0.92443043,-0.45330393,-0.37923172,-1.3037922,-0.0036844213,0.38552415,-0.057972558,-0.16951391,-0.18023045,0.11038549
-0.49511608,-1.0549692,-0.20962626,0.317911,-0.8939699,-0.010877356,-0.38703203,-0.032631107,-0.15417957,-0.098025225,-0.4165444
0.060456846,-1.1905787,-0.41230562,-0.044234227,0.22791411,-0.0038969566,0.22927508,-0.59758216,-0.48742393,-0.15762529,-0.3651888
0.079270184,-1.220769,-0.21047048,-0.54752696,-1.3432153,0.00032774423,0.2927575,0.078593604,-0.18453147,-0.062333047,-0.50947684
0.011442061,-1.0285366,-0.6546379,0.24315056,-1.02529,0.006396827,0.3522556,0.14051034,0.41597062,-0.053342596,-0.5139618
-0.024231646,-0.019191395,-0.2441117,-0.32856238,-1.1658801,0.00084134034,-0.7684906,0.049483232,-0.23089457,-0.049164217,0.17390354
-0.30818185,-1.1835628,-0.17323528,-0.37706053,-1.4661804,-0.021938384,0.3470202,-0.057888657,-0.2302912,-0.08160716,-0.50088155
0.11593487,0.80227625,-0.17557172,-0.034625884,0.15174744,-0.0017509797,0.5073672,0.030814525,-0.45567498,-0.28795314,-0.39180326
0.02541038,-1.2236406,-0.38279784,0.08448337,0.28400737,-0.0008269352,-0.2738299,-0.047840454,0.5642524,-0.042165834,0.15684232
0.064130284,-0.39948365,-0.2809053,-0.0727225,0.26574865,0.0047463286,0.2995215,0.13138753,-0.42931503,-0.038334817,0.07300154
-0.05788416,-1.0547568,-0.4441049,0.21889539,0.44635302,-0.0025437209,0.3296649,0.036302853,-0.17467266,-0.13846356,0.24780215
0.027381238,-0.29882556,-0.4355308,-0.31998706,-1.3324867,8.2422775e-06,-0.26469746,-0.010787336,-0.184058,-0.053800598,0.22640711
0.00813006,-1.0335178,-0.24271391,0.038291123,-0.804486,-0.0017469611,-0.24812318,0.021883756,-0.27587062,-0.11519026,-0.44411844
0.10706968,-0.9789053,-0.18595819,-0.4890013,-1.3173556,-0.00039647758,-0.25415123,-0.019555045,-0.16719595,0.008094907,-0.47590086
-0.25532475,-1.508467,-0.26319227,0.23401383,-0.84381723,-0.015290065,0.270483,-0.029758068,-0.25598454,-0.1329711,0.09411362
-0.014492438,1.4683448,-0.29619592,0.20851244,-0.8423607,-0.0012568685,-0.69080603,0.1171259,-0.3406258,-0.031391345,-0.4608236
0.038721982,-1.2470524,-0.2395275,-0.19837676,0.19934036,0.009723959,0.28874528,-0.090329885,-0.30916205,-0.104126334,-0.02764893
-0.09349489,0.82155114,-0.30964467,0.15510054,0.5329451,0.0009529882,0.49318808,-0.038281064,-0.18857159,-0.23223409,-0.37288934
-8.373498e-05,-1.6615087,-0.28725103,0.034953836,-0.70936924,-0.001662004,-0.6224665,-0.044760384,-0.16011079,-0.071031995,-0.39301744
-0.5475141,-0.61201674,-0.53783846,-0.32482424,-1.4387119,0.017345168,0.2785577,0.011785913,-0.17130315,-0.093596615,0.094617754
0.13552248,-1.463594,-0.4408803,0.17557465,0.5069537,-0.0011672393,-0.35566896,0.027517546,-0.22884274,-0.114562415,-0.42861396
-0.052552592,-0.72238374,-0.40471503,-0.37682065,-1.4483461,0.0024572636,0.2632665,-0.011068458,-0.19260003,-0.06376701,-0.49153808
0.00342402,-1.2175581,-0.37069154,-0.46962804,-1.2654256,0.004024304,0.23953754,-0.16762821,-0.14584643,-0.045195237,0.07971212
0.12012155,-0.7427249,-0.38455778,-0.48176682,-1.4070904,-0.022308499,0.27992958,-0.01609816,-0.17609946,-0.083863966,-0.51131606
0.04259053,-0.9918167,-0.12229087,-0.05337556,0.1899906,-0.0047925557,-0.30686703,0.121386185,-0.44113946,-0.066214874,0.12553337
0.098180495,-0.5750663,-0.44756746,-0.3520622,-1.346471,0.0031531497,-0.28573972,-0.086059764,-0.18455498,-0.08172823,-0.55668956
-0.057273675,-1.7523334,-0.22506866,0.11172266,0.49178904,0.0043676184,0.31239417,-0.06478406,-0.17881793,-0.11048964,0.0147459
0.1959897,-0.29560825,-0.41708115,0.049712773,-1.0514426,0.0030336378,0.26414287,0.13979827,0.27714354,-0.06272299,0.13613293
-0.032859087,0.91129684,-0.5954586,-0.14955637,0.19437836,-0.0067517282,0.4438087,-0.016367076,-0.4265989,0.0017290574,-0.40964735
-0.0824673,-1.1879377,-0.22946018,-0.3226804,-1.4651958,-0.008095309,0.2500497,0.10799171,-0.19897982,-0.077176355,-0.5048605
-0.010507189,-0.9174832,-0.32181117,-0.026829539,0.24529001,-0.021117857,0.3812407,0.01310665,-0.44529855,-0.076708704,-0.41972268
0.098015055,-1.1059977,-0.19385725,-0.58165205,0.3091899,-0.00043073593,0.29548147,0.12140435,0.10984357,-0.054513752,0.12226761
0.019137662,-0.5592874,-0.28001934,-0.25037882,0.10269178,0.00045981136,-0.42561728,0.04727592,-0.42798448,-0.2501738,0.13480678
0.03301808,-0.37255326,-0.23224728,-0.1704316,0.2599992,0.009504199,0.33871806,-0.012485761,-0.32474753,-0.04553809,-0.35121703
0.07153377,0.80891526,-0.35477313,-0.23352094,0.19116609,0.001087385,-1.0079578,-0.018689336,-0.3389876,-0.018975716,-0.3057513
0.005692575,-1.0708888,-0.20328411,0.39443788,-1.0243275,-0.0012345496,-0.3488351,-0.052513473,0.4162025,-0.07909603,-0.45301658
0.028957402,-0.77715826,-0.31002265,0.19413838,0.5153955,0.008418741,0.2990353,0.041501768,-0.19881454,-0.05305424,0.07121635
-0.09417267,-0.3296189,-0.43306574,-0.08496438,2.8192027,-0.02365611,0.2439162,0.010422642,-0.014232952,-0.059612524,-0.354138
-0.35317966,-1.2381035,-0.5703578,-0.3507909,-1.3489699,-0.024379957,0.2675732,0.057334486,-0.17836754,-0.09802988,0.18455005
-0.0244103,0.5436581,-0.105130605,0.1491635,3.0491,0.005568761,0.3621948,0.034561895,-0.11035418,-0.116681635,-0.33327073
-0.07440026,0.46297845,-0.41064253,0.053192012,0.3316397,0.0071455026,0.25138593,-0.04795747,0.5339581,-0.030678712,0.010843264
0.015339142,-1.1610398,-0.44073644,-0.24218373,0.15884072,-0.010144992,-0.30160046,0.08608442,-0.37319335,-0.105524324,0.07938176
0.046840094,0.9061489,-0.26873878,0.17260051,0.3055852,0.0027065317,0.33257905,0.012554128,0.5781438,-0.022037728,0.038804315
-0.17018145,0.62897974,-0.20160212,0.16333438,0.5523859,0.0025363925,0.40954903,0.041483115,-0.21045919,-0.0243394,-0.3645871
-0.1933858,0.4100492,-0.6300559,0.16453882,-1.0687213,-0.010541851,0.3618998,-0.55140865,0.43078426,-0.017769927,-0.48852566
0.08936033,-1.0172353,-0.27664417,-0.36399513,-1.3661332,-0.009086438,-0.23720337,0.0651153,-0.18837778,-0.080410734,-0.47461057
0.017504295,-1.2626578,-0.5986555,-0.122281134,0.18654718,0.0065196017,0.3869531,-0.048786297,-0.31863704,-0.07443728,-0.4894147
0.10603568,-1.098995,-0.28473884,-0.3646738,0.34711212,0.0057897004,0.35488158,0.031887323,0.32579058,-0.04900734,-0.2685336
-0.12484255,-0.82436585,-0.2296376,0.19995467,-0.73327535,0.004563754,0.25941375,-0.05171847,-0.20666774,0.031142594,0.10748589
-0.087923475,-0.12063353,-0.4617805,-0.53484523,0.33018017,-0.0008922922,-0.31815395,-0.3338109,0.24315049,-0.045869432,0.09765194
0.07048975,-0.08197687,0.19722813,-0.11981927,-1.1722412,0.0024679576,-0.2572016,0.11106727,-0.15390395,-0.0008826908,0.26265332
-0.55044484,-0.036994964,-0.30995637,0.1959285,0.38741928,0.0063415268,-0.3753734,-0.037412215,0.63999486,-0.0017926706,-0.33809048
0.16432263,-1.1123043,-0.30500528,0.46062827,3.458079,-0.008893125,-0.3128417,-0.023836978,-0.15413104,0.009002548,0.011026619
0.080102116,-1.2912056,-0.24104874,0.18948646,0.34912542,-0.014606105,0.33377582,-0.03651314,0.57340723,-0.06333102,-0.3302222
0.020309472,-0.62943184,-0.40676814,-0.32270578,-1.4039237,0.01131121,0.22061269,0.0069819046,-0.1885524,-0.06874873,0.16886987
0.005728807,-0.9962391,-0.15918069,-0.2897208,0.21461654,-0.013387137,0.30766466,0.006166306,-0.30385494,-0.078976445,-0.48067966
0.016257582,1.5004144,-0.30745912,0.23763838,0.20648985,0.004268483,0.59960455,-0.04909811,-0.17520532,-0.048694674,-0.28176796
-0.009066029,-1.4206022,-0.449663,-0.36956996,-1.2965977,0.013459549,0.20116608,-0.061531544,-0.16606627,-0.11599381,0.08404888
0.014779401,-1.2767025,-0.40585086,0.21845604,0.35843435,0.0075123077,0.32368413,0.0698691,0.6140428,-0.059575744,-0.3200523
0.022422316,-1.1763859,-0.19935852,-0.35879272,-1.1895362,-8.69785e-05,-0.2285687,-0.0818744,-0.16521785,-0.07398233,0.15442534
-0.043043263,-1.4386456,-0.11827812,0.32892913,-0.8214932,0.0024617405,-0.41709134,-0.004425268,0.43772957,-0.04692469,0.09987
-0.10892398,1.553903,-0.21780512,0.04100431,-0.9448226,0.007102254,0.53320473,-0.06545029,-0.21313529,-0.0523464,-0.35557777
-0.012190158,-0.68703794,-0.41783816,-0.054113377,0.0769195,0.0452612,-0.90708,0.16026211,-0.38585594,-0.19475903,0.07542848
-0.30179983,1.0398573,-0.21811646,-0.32794318,0.21577573,0.0032065103,-0.53205,0.2699032,-0.33466166,0.0017087499,-0.40089285
0.08691473,-0.05834713,-0.48833865,-0.36941847,-1.2851874,0.0012287094,-0.9616825,0.01801485,-0.21638122,-0.060998477,-0.40349808
0.018889664,-0.347091,-0.2451016,-0.35563058,-1.392565,-0.0007366782,0.25380847,0.107232735,-0.16477169,-0.055012748,0.20045304
-0.04875585,1.3733426,-0.21994515,0.15687393,0.47706428,-0.0033675397,-0.7517494,0.052648008,-0.21035673,-0.0054442296,-0.43118635
-0.010344005,1.2699658,-0.24457173,-0.10275948,0.2635312,0.01821565,-0.5379884,0.085362494,0.47787517,0.012309644,0.09315327
-0.27592915,1.7145343,-0.26647472,0.1890927,-0.7819936,-0.005009433,0.82978654,0.029509388,-0.24026115,-0.08762753,0.12715156
-0.044522543,-1.0969613,-0.22463864,0.24300092,-0.77264786,-0.005994783,-0.24843432,0.0026815545,-0.32258537,-0.12147697,0.13373962
-0.036205374,-1.1952387,-0.5278517,0.11276344,-0.8466025,0.019783234,-0.26863933,-0.59878755,-0.31076488,-0.13476014,-0.44076502
-0.049044747,0.74055856,-0.39683503,0.29736945,0.53350836,0.0064771497,0.36190984,-0.15646392,-0.19796965,-0.05027624,-0.33177918
-0.69210434,-0.76298887,-0.350827,0.26743647,-0.8748429,-0.008841351,-0.37507486,0.04877848,-0.37700403,-0.10717914,-0.49214423
0.12054887,-0.7116348,-0.44830146,0.38034853,-0.956481,0.0044811307,-0.30135894,0.05588522,0.37637022,-0.081108876,0.17421877
-0.24188131,-1.2369949,-0.19892603,-0.41304263,-1.4327974,-0.012254574,0.36623266,0.18979545,-0.20451614,-0.09214042,-0.4697722
0.03629798,-0.9346396,-0.28483605,0.1259613,0.31451353,0.0008007751,-0.32076252,-6.895233e-05,0.57935065,-0.04662067,0.045407206
-0.040191248,-0.9985552,-0.19630137,-0.35754746,-1.344223,0.000788498,-0.34180182,0.037096806,-0.2277643,-0.06672213,-0.57912856
-0.11631112,-0.95632696,-0.22060487,-0.069648415,0.24770838,-0.015385406,0.36610448,-0.025793003,-0.44126216,-0.0767107,-0.41260278
-0.44872242,0.99200845,-0.469911,-0.2709115,0.26676893,-0.006852725,0.38969603,-0.23957022,-0.41770408,-0.0437251,0.0010990298
0.16320717,-1.2100952,-0.23195028,0.17077762,0.5783002,0.0011074615,0.26966414,0.12388798,-0.23059246,-0.07841766,-0.41134354
0.06374591,-1.2798672,-0.20113029,-0.29470158,0.34258962,0.0028623894,0.31506693,0.026222661,0.32745224,-0.06615025,-0.3487029
-0.045406107,-0.6243548,-0.40853274,-0.08271209,0.1890559,0.0039935694,-0.36653778,-0.06342371,-0.4846108,-0.06733096,-0.4757355
0.12217215,0.9275153,-0.28115904,0.13295597,0.53090465,0.0021994177,0.34995925,0.057064798,-0.21082686,-0.040995013,-0.288074
-0.0040833084,-1.3852355,-0.17480221,0.102764145,0.48304874,0.0039192927,0.2895678,-0.075472794,-0.19373293,-0.08725931,0.0481291
-0.009923723,-1.237798,-0.3992919,-0.41909227,0.17310397,0.00079003855,0.36336777,0.0014111496,-0.28645545,-0.014142315,-0.4574327
-0.23338348,1.2334051,-0.33910915,-0.3592244,-1.4273757,-0.0050984984,-0.5139027,-0.04257264,-0.24300061,-0.03619575,-0.45679083
-0.42747992,1.2850666,-0.39805278,-0.24803674,0.20027626,-0.0026184274,-0.5249027,0.05815478,-0.4420266,-0.032584447,0.10750006
-0.086873524,-1.1335325,-0.32957107,0.12988931,-0.71263546,0.0084465295,0.23495631,-0.08373124,-0.23671162,0.08074605,0.058747623
-0.13108319,-1.0345088,-0.40089735,-0.07414713,0.17395775,0.0015555654,-0.36158317,-0.07888703,-0.49426228,-0.065804556,0.12194144
0.23080772,-1.2518997,-0.16037335,0.17235622,0.5506641,0.0031453131,0.28599608,0.029041227,-0.21499655,-0.08125639,-0.4398605
-0.2767115,-1.437817,-0.2528912,-0.43667027,-1.3900787,0.0033868018,0.40693873,-0.033084355,-0.19658509,-0.08375685,-0.47900853
0.06593865,-0.115886346,-0.309304,0.09880691,0.35862696,0.004616065,0.29834774,-0.12101912,0.51400334,-0.032954574,-0.005692423
